PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P242
Station name, FrazierAirCN2004
Begin Date, 2004-12-18
End Date, 2023-08-28
Release Date, 2023-08-29
Source file, P242.cwu.igs14.pos
Offset from source file, 89.87 mm North, -186.12 mm East, -10.46 mm Vertical
Reference position, 36.9539319849 North Latitude, -121.4631841431 East Longitude, 14.75973 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2015-11-24,118.11, -340.38, -25.63, 1.95, 1.56, 7.21, repro,
2015-11-25,119.87, -344.00, -28.91, 1.96, 1.58, 7.27, repro,
2015-11-26,114.33, -343.02, -32.59, 1.93, 1.56, 7.19, repro,
2015-11-27,114.99, -342.23, -36.52, 1.94, 1.57, 7.22, repro,
2015-11-28,115.18, -342.72, -29.80, 1.93, 1.56, 7.18, repro,
2015-11-29,115.66, -342.45, -35.11, 1.94, 1.56, 7.15, repro,
2015-11-30,114.48, -343.13, -30.40, 1.95, 1.58, 7.27, repro,
2015-12-01,116.81, -342.45, -29.49, 1.95, 1.57, 7.21, repro,
2015-12-02,115.09, -343.61, -33.94, 1.95, 1.59, 7.29, repro,
2015-12-03,113.01, -343.10, -29.73, 1.95, 1.61, 7.43, repro,
2015-12-04,117.78, -341.75, -25.60, 1.94, 1.57, 7.23, repro,
2015-12-05,113.80, -345.01, -34.09, 1.94, 1.57, 7.2, repro,
2015-12-06,119.28, -341.02, -38.29, 1.95, 1.58, 7.23, repro,
2015-12-07,118.21, -340.91, -30.33, 1.98, 1.63, 7.49, repro,
2015-12-08,117.80, -340.20, -31.58, 1.97, 1.64, 7.47, repro,
2015-12-09,118.50, -341.09, -25.76, 1.93, 1.58, 7.3, repro,
2015-12-10,116.04, -342.10, -21.08, 1.97, 1.62, 7.44, repro,
2015-12-11,116.50, -342.29, -19.67, 1.96, 1.62, 7.4, repro,
2015-12-12,119.11, -343.90, -26.54, 1.95, 1.58, 7.31, repro,
2015-12-13,117.82, -343.48, -22.01, 1.95, 1.61, 7.41, repro,
2015-12-14,119.25, -344.35, -29.70, 1.92, 1.54, 7.11, repro,
2015-12-15,116.56, -344.57, -29.36, 1.93, 1.53, 7.08, repro,
2015-12-16,113.65, -344.49, -22.41, 1.95, 1.57, 7.22, repro,
2015-12-17,115.91, -344.38, -26.34, 2, 1.58, 7.42, repro,
2015-12-18,116.03, -345.54, -27.86, 1.97, 1.54, 7.27, repro,
2015-12-19,118.77, -341.51, -32.46, 1.92, 1.54, 7.15, repro,
2015-12-20,117.60, -345.48, -27.19, 1.92, 1.54, 7.12, repro,
2015-12-21,117.58, -341.63, -26.53, 1.93, 1.54, 7.11, repro,
2015-12-22,118.80, -339.67, -12.80, 1.93, 1.53, 7.08, repro,
2015-12-23,117.05, -345.02, -16.42, 1.92, 1.53, 7.08, repro,
2015-12-24,120.96, -344.09, -16.89, 1.92, 1.54, 7.06, repro,
2015-12-25,120.59, -342.91, -26.78, 1.91, 1.54, 7.09, repro,
2015-12-26,118.66, -346.00, -33.77, 1.93, 1.55, 7.14, repro,
2015-12-27,114.91, -344.87, -26.31, 1.92, 1.53, 7.05, repro,
2015-12-28,118.81, -343.44, -26.44, 1.93, 1.54, 7.08, repro,
2015-12-29,114.80, -347.78, -24.54, 1.93, 1.54, 7.09, repro,
2015-12-30,115.93, -346.21, -26.51, 1.93, 1.54, 7.14, repro,
2015-12-31,119.97, -344.09, -32.31, 1.93, 1.54, 7.16, repro,
2016-01-01,116.19, -345.58, -25.70, 1.95, 1.54, 7.15, repro,
2016-01-02,118.36, -343.30, -27.67, 2.2, 1.65, 7.76, repro,
2016-01-03,118.04, -344.40, -23.18, 1.92, 1.53, 7.06, repro,
2016-01-04,117.63, -343.89, -21.74, 1.92, 1.53, 7.04, repro,
2016-01-05,118.89, -344.35, -20.15, 1.92, 1.53, 7.05, repro,
2016-01-06,117.98, -344.12, -28.82, 1.92, 1.53, 7.03, repro,
2016-01-07,120.86, -342.33, -23.32, 1.96, 1.56, 7.14, repro,
2016-01-08,120.77, -344.28, -28.08, 1.98, 1.6, 7.24, repro,
2016-01-09,118.09, -343.70, -26.58, 1.96, 1.57, 7.14, repro,
2016-01-10,119.88, -342.00, -26.99, 1.92, 1.54, 7.09, repro,
2016-01-11,119.92, -342.59, -28.36, 1.93, 1.53, 7.08, repro,
2016-01-12,119.89, -343.02, -34.32, 1.94, 1.54, 7.08, repro,
2016-01-13,118.90, -344.79, -18.87, 1.94, 1.53, 7.07, repro,
2016-01-14,119.82, -344.89, -24.29, 1.92, 1.52, 6.97, repro,
2016-01-15,122.18, -343.20, -22.77, 1.99, 1.57, 7.22, repro,
2016-01-16,119.25, -344.90, -21.87, 1.93, 1.53, 7.06, repro,
2016-01-17,119.99, -344.73, -19.20, 1.93, 1.52, 7.01, repro,
2016-01-18,121.43, -343.34, -23.27, 1.94, 1.52, 7.02, repro,
2016-01-19,122.46, -345.17, -24.15, 2.06, 1.64, 7.48, repro,
2016-01-20,122.44, -344.99, -26.78, 1.93, 1.53, 7.02, repro,
2016-01-21,121.16, -345.24, -23.57, 1.95, 1.57, 7.17, repro,
2016-01-22,120.70, -346.13, -22.36, 1.95, 1.54, 7.08, repro,
2016-01-23,120.72, -346.16, -24.99, 1.97, 1.55, 7.17, repro,
2016-01-24,120.81, -346.31, -27.38, 1.94, 1.52, 6.97, repro,
2016-01-25,122.55, -346.05, -23.39, 1.99, 1.6, 7.29, repro,
2016-01-26,121.60, -346.23, -23.50, 1.94, 1.54, 7.04, repro,
2016-01-27,121.23, -346.28, -26.69, 1.96, 1.56, 7.2, repro,
2016-01-28,121.52, -347.31, -22.83, 1.95, 1.55, 7.1, repro,
2016-01-29,120.17, -346.21, -24.36, 2, 1.56, 7.25, repro,
2016-01-30,122.98, -345.60, -13.41, 1.96, 1.55, 7.14, repro,
2016-01-31,122.29, -346.36, -10.04, 2.05, 1.64, 7.38, repro,
2016-02-01,122.92, -347.18, -22.22, 1.97, 1.59, 7.22, repro,
2016-02-02,123.23, -347.33, -25.86, 1.96, 1.56, 7.19, repro,
2016-02-03,121.79, -346.81, -25.07, 1.94, 1.55, 7.08, repro,
2016-02-04,121.99, -346.18, -30.24, 1.96, 1.56, 7.13, repro,
2016-02-05,123.08, -346.03, -30.55, 1.94, 1.56, 7.14, repro,
2016-02-06,122.75, -346.01, -32.32, 1.93, 1.55, 7.1, repro,
2016-02-07,123.62, -345.74, -30.76, 1.97, 1.6, 7.25, repro,
2016-02-08,123.34, -345.74, -26.67, 1.93, 1.55, 7.07, repro,
2016-02-09,122.41, -347.47, -22.76, 1.94, 1.54, 7.08, repro,
2016-02-10,122.02, -347.01, -22.04, 1.94, 1.55, 7.12, repro,
2016-02-11,123.25, -346.91, -24.93, 1.93, 1.54, 7.08, repro,
2016-02-12,123.10, -346.53, -25.75, 1.94, 1.55, 7.11, repro,
2016-02-13,122.52, -347.13, -19.77, 1.95, 1.54, 7.1, repro,
2016-02-14,121.51, -346.55, -21.91, 1.94, 1.54, 7.1, repro,
2016-02-15,121.32, -347.10, -16.08, 1.94, 1.55, 7.08, repro,
2016-02-16,122.61, -347.78, -19.25, 1.94, 1.56, 7.13, repro,
2016-02-17,122.65, -348.07, -16.82, 1.94, 1.55, 7.13, repro,
2016-02-18,120.59, -347.38, -4.97, 1.98, 1.56, 7.19, repro,
2016-02-19,122.21, -347.30, -18.11, 1.94, 1.55, 7.09, repro,
2016-02-20,123.17, -348.09, -15.65, 1.94, 1.54, 7.05, repro,
2016-02-21,123.17, -347.36, -22.30, 1.95, 1.55, 7.09, repro,
2016-02-22,122.28, -346.74, -21.51, 1.94, 1.55, 7.09, repro,
2016-02-23,123.65, -347.35, -26.44, 1.97, 1.59, 7.27, repro,
2016-02-24,122.36, -346.78, -21.71, 1.93, 1.55, 7.1, repro,
2016-02-25,122.04, -347.74, -17.54, 1.94, 1.55, 7.15, repro,
2016-02-26,122.84, -348.12, -13.95, 1.98, 1.57, 7.31, repro,
2016-02-27,122.39, -348.15, -18.35, 1.96, 1.56, 7.16, repro,
2016-02-28,122.74, -348.06, -18.64, 1.98, 1.6, 7.24, repro,
2016-02-29,121.75, -346.82, -16.81, 1.96, 1.6, 7.23, repro,
2016-03-01,122.88, -347.39, -13.83, 1.97, 1.59, 7.17, repro,
2016-03-02,121.66, -348.22, -17.67, 1.95, 1.55, 7.08, repro,
2016-03-03,120.90, -348.04, -17.66, 1.96, 1.57, 7.15, repro,
2016-03-04,121.58, -348.29, -12.26, 1.97, 1.61, 7.36, repro,
2016-03-05,121.62, -347.71, -16.03, 1.93, 1.55, 7.05, repro,
2016-03-06,121.43, -347.37, -14.12, 1.94, 1.55, 7.07, repro,
2016-03-07,122.85, -348.52, -16.39, 1.98, 1.59, 7.23, repro,
2016-03-08,121.84, -348.60, -13.78, 2.04, 1.61, 7.37, repro,
2016-03-09,122.45, -348.10, -14.67, 1.96, 1.59, 7.19, repro,
2016-03-10,122.60, -348.68, -9.19, 1.89, 1.53, 6.83, repro,
2016-03-11,122.62, -346.12, -14.57, 1.98, 1.64, 7.22, repro,
2016-03-12,122.09, -348.59, -11.87, 1.88, 1.53, 6.8, repro,
2016-03-13,122.67, -346.96, -11.02, 1.91, 1.54, 6.91, repro,
2016-03-14,122.79, -348.59, -12.05, 1.95, 1.6, 7.08, repro,
2016-03-15,122.59, -348.97, -17.57, 1.93, 1.59, 7, repro,
2016-03-16,122.95, -348.13, -17.99, 1.95, 1.63, 7.12, repro,
2016-03-17,123.55, -348.94, -12.32, 1.96, 1.61, 7.12, repro,
2016-03-18,122.69, -349.35, -13.64, 2.02, 1.64, 7.3, repro,
2016-03-19,122.38, -348.50, -15.49, 1.95, 1.57, 7.06, repro,
2016-03-20,122.61, -347.71, -14.89, 1.95, 1.59, 7.07, repro,
2016-03-21,122.90, -348.23, -10.28, 1.91, 1.54, 6.88, repro,
2016-03-22,122.28, -349.92, -15.43, 1.9, 1.53, 6.84, repro,
2016-03-23,122.57, -348.60, -19.24, 1.88, 1.52, 6.77, repro,
2016-03-24,122.74, -349.17, -17.49, 1.89, 1.53, 6.82, repro,
2016-03-25,122.41, -348.14, -11.31, 1.93, 1.59, 7.04, repro,
2016-03-26,123.03, -350.54, -11.88, 1.93, 1.59, 7.03, repro,
2016-03-27,123.10, -349.94, -11.57, 1.91, 1.53, 6.83, repro,
2016-03-28,123.30, -350.10, -17.41, 1.9, 1.54, 6.85, repro,
2016-03-29,123.20, -349.41, -13.03, 1.93, 1.54, 6.98, repro,
2016-03-30,122.11, -349.55, -12.34, 1.88, 1.54, 6.85, repro,
2016-03-31,120.99, -349.73, -9.96, 1.9, 1.56, 6.94, repro,
2016-04-01,122.36, -349.52, -14.42, 1.9, 1.56, 6.92, repro,
2016-04-02,122.39, -348.85, -16.54, 1.88, 1.54, 6.82, repro,
2016-04-03,122.11, -349.04, -12.33, 1.88, 1.53, 6.79, repro,
2016-04-04,123.14, -349.70, -15.10, 1.89, 1.55, 6.89, repro,
2016-04-05,121.89, -349.90, -17.24, 1.89, 1.55, 6.92, repro,
2016-04-06,121.96, -349.86, -15.85, 1.89, 1.56, 6.94, repro,
2016-04-07,122.56, -350.89, -13.71, 1.97, 1.69, 7.31, repro,
2016-04-08,122.32, -350.03, -15.87, 1.87, 1.53, 6.77, repro,
2016-04-09,121.79, -350.52, -11.76, 1.88, 1.53, 6.78, repro,
2016-04-10,121.48, -350.60, -8.84, 1.89, 1.55, 6.89, repro,
2016-04-11,122.30, -350.98, -10.76, 1.9, 1.56, 6.92, repro,
2016-04-12,122.54, -350.92, -16.24, 1.89, 1.55, 6.89, repro,
2016-04-13,123.33, -350.21, -23.35, 1.9, 1.55, 6.89, repro,
2016-04-14,124.20, -351.24, -9.81, 1.87, 1.54, 6.79, repro,
2016-04-15,123.35, -352.15, -10.45, 1.9, 1.55, 6.88, repro,
2016-04-16,122.32, -350.48, -15.36, 1.89, 1.56, 6.9, repro,
2016-04-17,123.46, -350.94, -14.53, 1.89, 1.55, 6.9, repro,
2016-04-18,122.93, -350.21, -18.39, 1.89, 1.55, 6.9, repro,
2016-04-19,123.61, -350.93, -18.64, 1.92, 1.56, 7.03, repro,
2016-04-20,122.73, -350.89, -11.93, 1.93, 1.57, 7.11, repro,
2016-04-21,121.66, -349.94, -13.60, 1.89, 1.55, 6.88, repro,
2016-04-22,120.72, -350.59, -14.75, 1.9, 1.55, 6.87, repro,
2016-04-23,122.78, -350.45, -20.79, 1.89, 1.55, 6.92, repro,
2016-04-24,123.53, -352.34, -16.49, 1.89, 1.55, 6.91, repro,
2016-04-25,121.58, -352.22, -16.02, 1.88, 1.54, 6.86, repro,
2016-04-26,121.61, -351.47, -15.85, 1.89, 1.54, 6.86, repro,
2016-04-27,120.35, -352.07, -7.92, 1.96, 1.69, 7.3, repro,
2016-04-28,120.73, -350.94, -13.28, 1.89, 1.55, 6.9, repro,
2016-04-29,122.72, -351.43, -24.53, 1.88, 1.54, 6.88, repro,
2016-04-30,122.09, -352.66, -17.81, 1.89, 1.55, 6.91, repro,
2016-05-01,122.12, -352.31, -18.77, 1.88, 1.54, 6.84, repro,
2016-05-02,123.62, -351.59, -16.40, 1.92, 1.57, 7.01, repro,
2016-05-03,121.14, -351.71, -20.73, 1.95, 1.61, 7.15, repro,
2016-05-04,119.49, -352.86, -14.59, 1.92, 1.56, 6.98, repro,
2016-05-05,121.24, -353.41, -22.69, 1.99, 1.6, 7.33, repro,
2016-05-06,120.73, -351.43, -12.43, 1.97, 1.58, 7.2, repro,
2016-05-07,121.17, -351.92, -14.93, 1.94, 1.59, 7.06, repro,
2016-05-08,120.27, -352.67, -15.26, 1.95, 1.59, 7.11, repro,
2016-05-09,119.98, -352.25, -15.31, 1.88, 1.54, 6.83, repro,
2016-05-10,120.00, -352.11, -17.97, 1.89, 1.54, 6.85, repro,
2016-05-11,120.88, -351.79, -25.31, 1.91, 1.55, 6.93, repro,
2016-05-12,120.65, -351.20, -20.65, 1.9, 1.55, 6.86, repro,
2016-05-13,118.69, -351.76, -11.78, 1.89, 1.56, 6.94, repro,
2016-05-14,119.17, -351.18, -14.62, 1.89, 1.56, 6.92, repro,
2016-05-15,121.30, -351.62, -13.33, 1.88, 1.55, 6.89, repro,
2016-05-16,118.92, -351.04, -23.36, 1.9, 1.55, 6.89, repro,
2016-05-17,119.92, -351.41, -23.28, 1.9, 1.54, 6.86, repro,
2016-05-18,120.56, -352.77, -24.59, 1.89, 1.56, 6.91, repro,
2016-05-19,120.72, -353.91, -14.82, 1.92, 1.58, 7.1, repro,
2016-05-20,120.54, -353.33, -16.27, 1.88, 1.55, 6.88, repro,
2016-05-21,118.84, -353.22, -29.61, 1.89, 1.55, 6.89, repro,
2016-05-22,119.04, -352.53, -25.40, 1.9, 1.55, 6.91, repro,
2016-05-23,121.65, -352.82, -24.66, 1.89, 1.54, 6.84, repro,
2016-05-24,119.15, -352.84, -25.53, 1.89, 1.56, 6.9, repro,
2016-05-25,121.52, -352.57, -19.63, 1.88, 1.55, 6.88, repro,
2016-05-26,119.15, -353.15, -17.90, 1.9, 1.56, 6.88, repro,
2016-05-27,119.76, -353.12, -25.46, 1.97, 1.56, 7, repro,
2016-05-28,118.10, -354.10, -28.09, 1.9, 1.55, 6.93, repro,
2016-05-29,118.69, -354.07, -30.67, 1.89, 1.55, 6.94, repro,
2016-05-30,119.87, -352.86, -32.42, 1.88, 1.56, 6.91, repro,
2016-05-31,120.05, -352.92, -30.03, 1.87, 1.56, 6.89, repro,
2016-06-01,120.03, -353.76, -28.49, 1.89, 1.56, 6.94, repro,
2016-06-02,119.61, -353.37, -29.74, 1.89, 1.54, 6.82, repro,
2016-06-03,119.58, -353.56, -29.16, 1.95, 1.64, 7.23, repro,
2016-06-04,119.40, -354.18, -31.04, 1.87, 1.54, 6.82, repro,
2016-06-05,118.90, -353.31, -27.07, 1.87, 1.55, 6.85, repro,
2016-06-06,118.85, -353.94, -29.97, 1.89, 1.55, 6.89, repro,
2016-06-07,119.65, -353.68, -27.99, 1.88, 1.54, 6.84, repro,
2016-06-08,117.30, -353.50, -27.06, 1.9, 1.55, 6.86, repro,
2016-06-09,119.94, -354.25, -31.77, 1.9, 1.55, 6.88, repro,
2016-06-10,119.14, -353.45, -29.96, 1.88, 1.54, 6.83, repro,
2016-06-11,119.17, -354.17, -32.99, 1.89, 1.55, 6.9, repro,
2016-06-12,118.97, -353.75, -31.69, 1.9, 1.56, 6.96, repro,
2016-06-13,118.00, -353.93, -26.43, 1.92, 1.56, 7, repro,
2016-06-14,119.56, -352.07, -29.30, 1.89, 1.56, 6.9, repro,
2016-06-15,117.30, -354.97, -24.82, 1.89, 1.55, 6.86, repro,
2016-06-16,118.69, -354.34, -27.78, 1.88, 1.55, 6.87, repro,
2016-06-17,117.44, -354.08, -27.70, 1.9, 1.55, 6.9, repro,
2016-06-18,118.20, -354.94, -35.56, 1.9, 1.55, 6.88, repro,
2016-06-19,118.60, -353.31, -36.72, 1.9, 1.55, 6.91, repro,
2016-06-20,118.09, -354.36, -30.26, 1.88, 1.55, 6.84, repro,
2016-06-21,119.80, -353.80, -26.43, 1.87, 1.55, 6.86, repro,
2016-06-22,118.53, -354.51, -33.02, 1.87, 1.54, 6.85, repro,
2016-06-23,118.70, -353.68, -32.37, 1.88, 1.54, 6.87, repro,
2016-06-24,117.86, -355.57, -28.89, 1.93, 1.57, 6.97, repro,
2016-06-25,119.09, -354.20, -31.02, 1.92, 1.59, 6.98, repro,
2016-06-26,118.17, -353.49, -38.60, 1.87, 1.54, 6.83, repro,
2016-06-27,117.34, -354.75, -35.00, 1.88, 1.54, 6.85, repro,
2016-06-28,117.48, -354.28, -34.28, 1.88, 1.53, 6.8, repro,
2016-06-29,116.56, -354.78, -36.40, 1.89, 1.53, 6.82, repro,
2016-06-30,117.13, -354.54, -39.54, 1.89, 1.54, 6.85, repro,
2016-07-01,117.57, -354.93, -41.14, 1.88, 1.54, 6.85, repro,
2016-07-02,117.24, -353.78, -38.05, 1.87, 1.54, 6.83, repro,
2016-07-03,117.02, -355.56, -38.94, 1.92, 1.56, 7.04, repro,
2016-07-04,117.19, -354.02, -40.50, 1.92, 1.55, 6.96, repro,
2016-07-05,117.61, -355.85, -39.65, 1.88, 1.54, 6.83, repro,
2016-07-06,119.03, -355.18, -45.15, 1.9, 1.6, 7.01, repro,
2016-07-07,118.81, -355.04, -38.91, 1.88, 1.54, 6.86, repro,
2016-07-08,117.69, -356.47, -41.14, 1.92, 1.57, 6.99, repro,
2016-07-09,118.31, -355.84, -43.34, 1.88, 1.54, 6.84, repro,
2016-07-10,119.32, -354.35, -40.17, 1.89, 1.54, 6.9, repro,
2016-07-11,119.51, -356.38, -41.94, 1.88, 1.54, 6.87, repro,
2016-07-12,117.86, -353.99, -43.68, 1.88, 1.54, 6.86, repro,
2016-07-13,117.62, -354.41, -45.67, 1.88, 1.54, 6.86, repro,
2016-07-14,118.20, -355.13, -48.16, 1.88, 1.54, 6.84, repro,
2016-07-15,118.55, -354.92, -44.08, 1.9, 1.56, 6.95, repro,
2016-07-16,118.18, -355.53, -50.46, 1.88, 1.53, 6.83, repro,
2016-07-17,118.09, -355.33, -45.47, 1.88, 1.54, 6.88, repro,
2016-07-18,118.51, -355.42, -45.92, 1.88, 1.54, 6.85, repro,
2016-07-19,118.55, -355.40, -51.37, 1.9, 1.54, 6.83, repro,
2016-07-20,118.50, -356.89, -46.94, 1.95, 1.59, 7.07, repro,
2016-07-21,119.16, -355.78, -50.73, 1.89, 1.53, 6.83, repro,
2016-07-22,119.30, -355.88, -42.62, 1.92, 1.59, 7.03, repro,
2016-07-23,118.12, -356.49, -44.42, 1.88, 1.55, 6.89, repro,
2016-07-24,117.22, -356.61, -44.25, 1.89, 1.55, 6.92, repro,
2016-07-25,118.93, -356.02, -49.34, 1.91, 1.54, 6.88, repro,
2016-07-26,117.53, -355.94, -42.86, 1.93, 1.6, 7.03, repro,
2016-07-27,117.92, -357.57, -47.01, 2.12, 1.65, 7.54, repro,
2016-07-28,118.29, -357.11, -41.40, 1.88, 1.54, 6.83, repro,
2016-07-29,118.43, -357.08, -46.32, 1.93, 1.57, 7.03, repro,
2016-07-30,117.21, -356.08, -41.58, 1.9, 1.55, 6.85, repro,
2016-07-31,117.75, -355.98, -48.83, 1.89, 1.55, 6.87, repro,
2016-08-01,118.47, -356.58, -47.91, 1.88, 1.54, 6.86, repro,
2016-08-02,118.69, -356.26, -48.60, 1.88, 1.54, 6.84, repro,
2016-08-03,118.96, -357.30, -50.16, 1.87, 1.54, 6.83, repro,
2016-08-04,118.37, -356.92, -52.15, 1.89, 1.55, 6.9, repro,
2016-08-05,118.41, -357.24, -48.25, 1.9, 1.55, 6.89, repro,
2016-08-06,118.86, -357.43, -50.00, 1.89, 1.54, 6.89, repro,
2016-08-07,118.86, -357.38, -51.36, 1.87, 1.53, 6.82, repro,
2016-08-08,118.42, -357.47, -50.91, 1.89, 1.54, 6.89, repro,
2016-08-09,119.68, -357.62, -50.79, 1.89, 1.54, 6.87, repro,
2016-08-10,118.85, -358.50, -51.73, 1.9, 1.55, 6.9, repro,
2016-08-11,118.95, -358.12, -54.87, 1.89, 1.55, 6.9, repro,
2016-08-12,118.61, -357.05, -61.45, 1.87, 1.54, 6.85, repro,
2016-08-13,119.81, -357.90, -58.77, 1.88, 1.53, 6.81, repro,
2016-08-14,119.13, -356.80, -57.24, 1.89, 1.54, 6.88, repro,
2016-08-15,120.96, -358.00, -55.79, 1.89, 1.55, 6.92, repro,
2016-08-16,120.39, -358.59, -55.25, 1.92, 1.6, 7.04, repro,
2016-08-17,119.81, -358.04, -55.93, 1.87, 1.53, 6.79, repro,
2016-08-18,119.16, -358.34, -51.86, 1.88, 1.54, 6.85, repro,
2016-08-19,119.61, -356.94, -58.60, 1.94, 1.57, 6.98, repro,
2016-08-20,119.20, -358.43, -56.06, 1.88, 1.54, 6.86, repro,
2016-08-21,119.91, -358.05, -52.13, 1.89, 1.55, 6.91, repro,
2016-08-22,120.03, -358.91, -48.39, 1.88, 1.54, 6.84, repro,
2016-08-23,119.07, -359.28, -52.62, 1.88, 1.54, 6.82, repro,
2016-08-24,119.88, -358.90, -59.80, 1.89, 1.54, 6.83, repro,
2016-08-25,120.23, -357.83, -63.44, 1.89, 1.54, 6.85, repro,
2016-08-26,120.28, -359.45, -55.83, 1.91, 1.58, 7.02, repro,
2016-08-27,120.07, -359.43, -64.47, 1.92, 1.58, 7.02, repro,
2016-08-28,119.91, -358.99, -59.80, 1.88, 1.53, 6.83, repro,
2016-08-29,120.03, -359.41, -62.77, 1.88, 1.54, 6.88, repro,
2016-08-30,120.16, -360.15, -58.47, 1.89, 1.54, 6.88, repro,
2016-08-31,121.31, -359.77, -61.46, 1.89, 1.54, 6.85, repro,
2016-09-01,121.57, -360.09, -58.51, 1.89, 1.55, 6.87, repro,
2016-09-02,119.46, -359.92, -48.31, 1.92, 1.58, 6.99, repro,
2016-09-03,121.91, -361.69, -52.68, 1.89, 1.55, 6.89, repro,
2016-09-04,120.69, -360.85, -53.38, 1.89, 1.54, 6.85, repro,
2016-09-05,121.62, -361.32, -50.56, 1.88, 1.54, 6.85, repro,
2016-09-06,122.25, -361.84, -61.90, 1.88, 1.54, 6.88, repro,
2016-09-07,121.64, -361.49, -60.27, 1.97, 1.61, 7.17, repro,
2016-09-08,121.83, -361.45, -66.63, 2, 1.61, 7.22, repro,
2016-09-09,121.24, -361.18, -63.74, 1.94, 1.59, 7.07, repro,
2016-09-10,121.58, -361.55, -65.43, 1.89, 1.55, 6.9, repro,
2016-09-11,121.55, -361.75, -60.03, 1.9, 1.54, 6.89, repro,
2016-09-12,121.97, -362.20, -58.79, 1.88, 1.54, 6.85, repro,
2016-09-13,121.58, -363.01, -57.22, 1.88, 1.54, 6.89, repro,
2016-09-14,122.92, -361.77, -60.60, 1.91, 1.59, 6.95, repro,
2016-09-15,123.08, -363.59, -61.60, 1.96, 1.62, 7.23, repro,
2016-09-16,123.82, -362.73, -54.26, 2, 1.58, 7.29, repro,
2016-09-17,123.01, -363.65, -57.09, 1.89, 1.54, 6.87, repro,
2016-09-18,123.63, -362.72, -54.10, 1.88, 1.54, 6.84, repro,
2016-09-19,123.05, -363.62, -54.84, 1.88, 1.54, 6.9, repro,
2016-09-20,123.68, -364.80, -59.21, 1.88, 1.53, 6.84, repro,
2016-09-21,122.73, -363.62, -49.67, 1.87, 1.53, 6.82, repro,
2016-09-22,124.47, -365.63, -53.67, 1.92, 1.6, 7.02, repro,
2016-09-23,125.02, -366.52, -56.94, 1.92, 1.61, 7.05, repro,
2016-09-24,123.25, -364.11, -55.95, 1.87, 1.55, 6.85, repro,
2016-09-25,123.95, -363.57, -56.49, 1.89, 1.54, 6.9, repro,
2016-09-26,123.48, -363.98, -53.59, 1.88, 1.54, 6.89, repro,
2016-09-27,123.30, -365.05, -53.56, 1.89, 1.54, 6.89, repro,
2016-09-28,124.59, -365.14, -51.12, 1.89, 1.56, 6.92, repro,
2016-09-29,124.90, -365.13, -61.01, 1.89, 1.55, 6.91, repro,
2016-09-30,122.97, -363.93, -57.43, 1.88, 1.54, 6.87, repro,
2016-10-01,123.83, -363.74, -56.06, 1.88, 1.53, 6.81, repro,
2016-10-02,125.60, -365.34, -58.61, 1.89, 1.55, 6.92, repro,
2016-10-03,125.21, -365.32, -55.40, 1.88, 1.55, 6.91, repro,
2016-10-04,124.62, -365.76, -48.81, 1.88, 1.55, 6.88, repro,
2016-10-05,123.42, -365.03, -51.92, 1.89, 1.54, 6.86, repro,
2016-10-06,125.59, -365.08, -53.07, 1.89, 1.53, 6.83, repro,
2016-10-07,124.73, -365.08, -57.29, 1.88, 1.53, 6.82, repro,
2016-10-08,124.61, -366.14, -53.57, 1.88, 1.54, 6.83, repro,
2016-10-09,125.53, -365.60, -52.69, 1.87, 1.54, 6.83, repro,
2016-10-10,125.08, -365.76, -50.87, 1.88, 1.54, 6.89, repro,
2016-10-11,124.85, -366.80, -54.95, 1.88, 1.53, 6.84, repro,
2016-10-12,124.91, -365.44, -54.06, 1.87, 1.53, 6.82, repro,
2016-10-13,126.87, -366.71, -58.74, 1.88, 1.54, 6.88, repro,
2016-10-14,123.45, -370.31, -53.74, 1.93, 1.56, 7.07, repro,
2016-10-15,125.62, -368.00, -49.77, 1.93, 1.61, 7.03, repro,
2016-10-16,122.94, -372.93, -47.51, 1.98, 1.61, 7.21, repro,
2016-10-17,126.08, -365.62, -41.37, 1.94, 1.59, 7.09, repro,
2016-10-18,127.58, -367.66, -53.80, 1.9, 1.55, 6.94, repro,
2016-10-19,128.09, -368.16, -55.63, 1.9, 1.57, 6.98, repro,
2016-10-20,127.82, -368.07, -56.91, 1.89, 1.55, 6.95, repro,
2016-10-21,127.99, -367.45, -58.70, 1.89, 1.54, 6.87, repro,
2016-10-22,127.22, -367.57, -51.47, 1.9, 1.55, 6.93, repro,
2016-10-23,127.57, -367.92, -54.93, 1.9, 1.56, 7, repro,
2016-10-24,127.79, -368.76, -56.48, 1.9, 1.55, 6.91, repro,
2016-10-25,128.67, -367.11, -57.00, 1.9, 1.55, 6.92, repro,
2016-10-26,127.69, -368.13, -59.72, 1.89, 1.54, 6.87, repro,
2016-10-27,127.65, -368.92, -52.88, 1.94, 1.55, 7.01, repro,
2016-10-28,126.71, -369.52, -45.75, 1.89, 1.55, 6.93, repro,
2016-10-29,128.44, -367.93, -49.87, 1.9, 1.55, 6.91, repro,
2016-10-30,128.94, -371.39, -46.42, 2, 1.63, 7.29, repro,
2016-10-31,127.55, -369.98, -52.24, 1.9, 1.54, 6.89, repro,
