PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P242
Station name, FrazierAirCN2004
Begin Date, 2004-12-18
End Date, 2023-08-28
Release Date, 2023-08-29
Source file, P242.cwu.igs14.pos
Offset from source file, 89.87 mm North, -186.12 mm East, -10.46 mm Vertical
Reference position, 36.9539319849 North Latitude, -121.4631841431 East Longitude, 14.75973 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-10-13,33.14, -117.62, -24.47, 2, 1.56, 7.38, repro,
2008-10-14,33.60, -117.15, -24.53, 1.99, 1.57, 7.36, repro,
2008-10-15,33.51, -117.93, -20.19, 2.06, 1.58, 7.54, repro,
2008-10-16,32.95, -118.09, -19.33, 2.07, 1.59, 7.6, repro,
2008-10-17,33.48, -117.98, -24.96, 2, 1.56, 7.33, repro,
2008-10-18,34.06, -119.24, -20.24, 2.02, 1.58, 7.45, repro,
2008-10-19,33.95, -119.49, -28.29, 1.98, 1.56, 7.3, repro,
2008-10-20,33.00, -118.38, -19.69, 1.99, 1.55, 7.3, repro,
2008-10-21,33.38, -116.33, -23.85, 1.99, 1.56, 7.33, repro,
2008-10-22,32.64, -118.66, -23.03, 2, 1.56, 7.3, repro,
2008-10-23,34.74, -118.41, -23.83, 1.99, 1.56, 7.31, repro,
2008-10-24,34.43, -118.04, -20.95, 1.98, 1.55, 7.32, repro,
2008-10-25,35.60, -118.64, -19.11, 2.02, 1.59, 7.47, repro,
2008-10-26,34.65, -119.07, -28.13, 1.99, 1.55, 7.27, repro,
2008-10-27,34.05, -118.20, -32.08, 2, 1.55, 7.33, repro,
2008-10-28,34.52, -119.54, -36.60, 2.08, 1.58, 7.54, repro,
2008-10-29,35.17, -120.03, -25.76, 2.06, 1.57, 7.42, repro,
2008-10-30,33.96, -121.74, -22.39, 2.02, 1.56, 7.39, repro,
2008-10-31,32.81, -121.25, -35.57, 2.09, 1.62, 7.66, repro,
2008-11-01,33.91, -121.24, -23.92, 2.04, 1.58, 7.56, repro,
2008-11-02,33.97, -123.24, -14.67, 2.05, 1.63, 7.61, repro,
2008-11-03,34.88, -121.42, -17.90, 2.05, 1.6, 7.49, repro,
2008-11-04,35.43, -123.98, -16.46, 2.01, 1.57, 7.41, repro,
2008-11-05,35.31, -122.46, -24.71, 2.02, 1.61, 7.53, repro,
2008-11-06,36.30, -120.80, -22.12, 2.03, 1.62, 7.53, repro,
2008-11-07,36.75, -121.34, -25.86, 2.03, 1.62, 7.52, repro,
2008-11-08,36.12, -122.25, -19.35, 2.06, 1.7, 7.71, repro,
2008-11-09,35.71, -122.30, -25.68, 2.08, 1.65, 7.63, repro,
2008-11-10,36.72, -121.47, -17.58, 2.05, 1.63, 7.66, repro,
2008-11-11,36.19, -121.71, -23.66, 2.12, 1.74, 8.06, repro,
2008-11-12,35.97, -121.78, -18.88, 2, 1.58, 7.44, repro,
2008-11-13,36.92, -122.13, -17.45, 2.08, 1.66, 7.68, repro,
2008-11-14,37.24, -122.36, -24.47, 2.13, 1.75, 7.86, repro,
2008-11-15,38.09, -122.09, -21.07, 2.1, 1.66, 7.74, repro,
2008-11-16,37.90, -121.78, -18.89, 2.1, 1.71, 7.85, repro,
2008-11-17,37.23, -122.33, -20.30, 2.1, 1.69, 7.71, repro,
2008-11-18,37.69, -121.56, -21.26, 2.13, 1.8, 8.07, repro,
2008-11-19,37.12, -122.68, -18.74, 2.12, 1.71, 7.9, repro,
2008-11-20,37.66, -122.35, -25.99, 2.11, 1.7, 7.82, repro,
2008-11-21,37.94, -123.05, -17.39, 2.25, 1.87, 8.47, repro,
2008-11-22,37.68, -123.44, -15.29, 2.11, 1.77, 8.09, repro,
2008-11-23,37.34, -122.76, -17.12, 2.13, 1.71, 7.82, repro,
2008-11-24,36.39, -125.04, -15.63, 2.17, 1.77, 7.93, repro,
2008-11-25,36.03, -124.91, -19.09, 2.1, 1.73, 7.81, repro,
2008-11-26,34.73, -124.80, -14.46, 2, 1.59, 7.42, repro,
2008-11-27,37.94, -123.70, -19.35, 2.06, 1.69, 7.8, repro,
2008-11-28,39.64, -124.07, -15.08, 2.1, 1.73, 7.86, repro,
2008-11-29,37.71, -121.93, -13.11, 2.11, 1.74, 8.01, repro,
2008-11-30,40.69, -123.35, -5.37, 2.01, 1.58, 7.45, repro,
2008-12-01,39.65, -122.77, -10.12, 2.01, 1.58, 7.43, repro,
2008-12-02,38.85, -123.75, -14.48, 2.07, 1.66, 7.61, repro,
2008-12-03,39.37, -122.94, -14.49, 2.07, 1.67, 7.63, repro,
2008-12-04,38.82, -124.10, -15.58, 2.16, 1.84, 8.08, repro,
2008-12-05,39.16, -124.33, -15.36, 2.05, 1.65, 7.5, repro,
2008-12-06,41.20, -124.70, -14.15, 2.16, 1.84, 8, repro,
2008-12-07,39.98, -123.99, -11.24, 2.1, 1.77, 7.83, repro,
2008-12-08,41.80, -124.41, -8.52, 2.06, 1.68, 7.75, repro,
2008-12-09,40.94, -125.23, -12.88, 2.07, 1.62, 7.57, repro,
2008-12-10,40.72, -124.29, -19.05, 1.99, 1.56, 7.34, repro,
2008-12-11,40.63, -124.31, -9.93, 2.14, 1.73, 7.87, repro,
2008-12-12,39.76, -125.34, -7.92, 2.09, 1.68, 7.78, repro,
2008-12-13,38.90, -127.71, -6.99, 2.02, 1.6, 7.44, repro,
2008-12-14,39.65, -124.70, -10.21, 2, 1.57, 7.35, repro,
2008-12-15,39.82, -126.19, 4.22, 2, 1.57, 7.32, repro,
2008-12-16,38.49, -125.23, -4.84, 2.01, 1.56, 7.34, repro,
2008-12-17,36.66, -127.13, -5.66, 2.05, 1.58, 7.45, repro,
2008-12-18,41.50, -125.87, -5.66, 2.01, 1.56, 7.33, repro,
2008-12-19,39.33, -127.70, -2.99, 2.08, 1.59, 7.66, repro,
2008-12-20,40.36, -125.51, -14.87, 2.04, 1.61, 7.54, repro,
2008-12-21,38.74, -126.21, -15.59, 2.04, 1.62, 7.54, repro,
2008-12-22,39.73, -125.51, -6.79, 2.08, 1.58, 7.66, repro,
2008-12-23,42.79, -126.42, -8.20, 2.02, 1.57, 7.43, repro,
2008-12-24,39.72, -127.88, -1.58, 2, 1.56, 7.35, repro,
2008-12-25,36.69, -128.33, 5.52, 1.99, 1.56, 7.37, repro,
2008-12-26,39.92, -126.46, -1.03, 1.98, 1.55, 7.3, repro,
2008-12-27,41.48, -124.99, -15.12, 2, 1.57, 7.37, repro,
2008-12-28,43.07, -125.58, -15.60, 1.99, 1.56, 7.36, repro,
2008-12-29,42.21, -126.61, -6.64, 1.99, 1.57, 7.39, repro,
2008-12-30,42.32, -126.83, -8.82, 1.99, 1.56, 7.3, repro,
2008-12-31,41.46, -127.43, -10.10, 1.99, 1.56, 7.36, repro,
2009-01-01,41.43, -127.84, -4.56, 1.99, 1.55, 7.3, repro,
2009-01-02,40.75, -127.45, -0.18, 2.01, 1.56, 7.36, repro,
2009-01-03,43.76, -128.31, -5.32, 2.06, 1.62, 7.57, repro,
2009-01-04,42.51, -127.11, -3.69, 1.99, 1.56, 7.3, repro,
2009-01-05,40.97, -127.89, 0.63, 1.99, 1.55, 7.3, repro,
2009-01-06,41.36, -127.51, -1.13, 1.98, 1.55, 7.28, repro,
2009-01-07,41.79, -127.20, -8.69, 2, 1.55, 7.32, repro,
2009-01-08,40.64, -127.85, -2.98, 2.05, 1.61, 7.64, repro,
2009-01-09,42.60, -126.73, -10.09, 2.02, 1.61, 7.59, repro,
2009-01-10,42.80, -126.75, -10.48, 1.99, 1.55, 7.33, repro,
2009-01-11,43.22, -126.17, -9.54, 1.98, 1.55, 7.32, repro,
2009-01-12,43.01, -126.43, -7.83, 2, 1.58, 7.43, repro,
2009-01-13,42.99, -127.04, -14.72, 2, 1.57, 7.37, repro,
2009-01-14,42.71, -127.08, -8.24, 2, 1.57, 7.4, repro,
2009-01-15,43.25, -127.08, -14.43, 2.01, 1.57, 7.44, repro,
2009-01-16,43.74, -127.31, -10.94, 1.99, 1.56, 7.32, repro,
2009-01-17,42.74, -128.12, -6.13, 1.99, 1.57, 7.33, repro,
2009-01-18,43.24, -127.79, -8.27, 2, 1.58, 7.38, repro,
2009-01-19,43.09, -127.01, -6.15, 1.99, 1.57, 7.34, repro,
2009-01-20,42.67, -127.45, -6.26, 2.01, 1.57, 7.4, repro,
2009-01-21,41.13, -129.34, -1.98, 1.98, 1.57, 7.38, repro,
2009-01-22,40.21, -131.12, 2.21, 1.98, 1.57, 7.3, repro,
2009-01-23,41.92, -131.11, -3.85, 1.98, 1.57, 7.36, repro,
2009-01-24,40.65, -132.20, -15.70, 2.02, 1.61, 7.55, repro,
2009-01-25,40.48, -131.34, -6.96, 2, 1.58, 7.42, repro,
2009-01-26,42.28, -129.30, -3.05, 1.98, 1.57, 7.38, repro,
2009-01-27,43.04, -127.80, 2.68, 1.98, 1.56, 7.32, repro,
2009-01-28,43.71, -128.02, -4.46, 1.97, 1.56, 7.28, repro,
2009-01-29,43.66, -127.10, -2.45, 1.98, 1.56, 7.31, repro,
2009-01-30,43.71, -128.39, -3.92, 1.98, 1.57, 7.29, repro,
2009-01-31,43.81, -128.01, 0.19, 1.97, 1.57, 7.35, repro,
2009-02-01,42.97, -128.01, -2.57, 1.98, 1.56, 7.34, repro,
2009-02-02,44.03, -128.78, -3.16, 1.98, 1.57, 7.34, repro,
2009-02-03,43.84, -128.78, -3.48, 1.96, 1.56, 7.24, repro,
2009-02-04,41.92, -130.52, 2.32, 2, 1.61, 7.42, repro,
2009-02-05,41.49, -130.00, 1.27, 2, 1.62, 7.49, repro,
2009-02-06,41.71, -134.12, -2.41, 2.1, 1.7, 7.84, repro,
2009-02-07,42.19, -130.53, 3.21, 1.99, 1.61, 7.47, repro,
2009-02-08,41.99, -132.66, 2.54, 1.97, 1.58, 7.33, repro,
2009-02-09,42.48, -131.84, 10.64, 2.02, 1.62, 7.51, repro,
2009-02-10,43.43, -131.17, 2.07, 2.02, 1.63, 7.51, repro,
2009-02-11,42.34, -130.06, 7.59, 2.06, 1.67, 7.7, repro,
2009-02-12,43.17, -129.57, 0.72, 2.01, 1.62, 7.44, repro,
2009-02-13,42.01, -130.69, 3.77, 2.03, 1.67, 7.69, repro,
2009-02-14,42.94, -130.42, 6.29, 1.97, 1.57, 7.26, repro,
2009-02-15,38.02, -134.25, 7.41, 2.01, 1.61, 7.54, repro,
2009-02-16,43.53, -138.78, 17.92, 2.05, 1.63, 7.51, repro,
2009-02-17,39.71, -134.44, 13.43, 2.02, 1.59, 7.48, repro,
2009-02-18,44.16, -130.53, 4.22, 2.02, 1.66, 7.68, repro,
2009-02-19,44.55, -131.20, -5.56, 2.02, 1.66, 7.69, repro,
2009-02-20,43.42, -131.63, -4.10, 2.03, 1.65, 7.65, repro,
2009-02-21,44.20, -132.38, -0.17, 2, 1.62, 7.56, repro,
2009-02-22,49.79, -134.50, 8.13, 1.97, 1.59, 7.33, repro,
2009-02-23,50.77, -132.85, 0.49, 2.03, 1.65, 7.63, repro,
2009-02-24,44.72, -131.65, -0.62, 2.1, 1.73, 7.87, repro,
2009-02-25,45.14, -135.71, -1.94, 202.11, 92.95, 205.12, repro,
2009-02-26,46.80, -138.19, 2.93, 2.06, 1.7, 7.83, repro,
2009-02-27,46.90, -131.98, -2.29, 2.02, 1.65, 7.63, repro,
2009-02-28,44.11, -132.53, 0.97, 1.99, 1.63, 7.49, repro,
2009-03-01,51.64, -133.06, 2.29, 2.04, 1.67, 7.7, repro,
2009-03-02,50.72, -131.53, -2.08, 2.07, 1.69, 7.74, repro,
2009-03-03,46.03, -135.20, 4.81, 2.08, 1.72, 7.74, repro,
2009-03-04,45.45, -134.44, 10.48, 1.99, 1.59, 7.3, repro,
2009-03-05,45.60, -132.67, 0.86, 2.03, 1.68, 7.68, repro,
2009-03-06,44.70, -132.70, 3.09, 2.02, 1.7, 7.65, repro,
2009-03-07,47.77, -131.99, 1.65, 1.99, 1.61, 7.41, repro,
2009-03-08,45.79, -133.44, 6.14, 1.99, 1.62, 7.46, repro,
2009-03-09,46.63, -132.97, 3.39, 1.99, 1.62, 7.43, repro,
2009-03-10,46.67, -133.18, 3.24, 1.99, 1.61, 7.43, repro,
2009-03-11,48.12, -132.05, 5.27, 1.97, 1.59, 7.29, repro,
2009-03-12,45.79, -132.30, -4.15, 1.97, 1.62, 7.41, repro,
2009-03-13,45.58, -132.76, 1.21, 1.97, 1.62, 7.38, repro,
2009-03-14,46.68, -137.58, 2.19, 2.05, 1.68, 7.71, repro,
2009-03-15,46.52, -133.45, 12.26, 1.97, 1.59, 7.26, repro,
2009-03-16,51.98, -133.25, 5.80, 1.98, 1.6, 7.31, repro,
2009-03-17,47.55, -135.29, 4.80, 1.96, 1.59, 7.23, repro,
2009-03-18,49.65, -134.42, 2.00, 1.96, 1.59, 7.2, repro,
2009-03-19,46.59, -134.98, 5.89, 1.96, 1.57, 7.16, repro,
2009-03-20,47.01, -134.27, 9.06, 2, 1.65, 7.41, repro,
2009-03-21,49.77, -136.34, 12.10, 2, 1.61, 7.36, repro,
2009-03-22,48.81, -135.78, 10.45, 2.01, 1.63, 7.46, repro,
2009-03-23,47.39, -134.25, 6.91, 1.97, 1.59, 7.22, repro,
2009-03-24,47.40, -134.22, 4.97, 1.95, 1.59, 7.2, repro,
2009-03-25,47.01, -134.52, 6.53, 1.98, 1.59, 7.31, repro,
2009-03-26,48.32, -137.39, 5.94, 1.98, 1.59, 7.24, repro,
2009-03-27,47.15, -134.16, 11.04, 2.02, 1.6, 7.34, repro,
2009-03-28,47.98, -133.95, 7.16, 2.01, 1.59, 7.29, repro,
2009-03-29,46.84, -134.51, 7.95, 2, 1.6, 7.36, repro,
2009-03-30,46.88, -134.50, 12.23, 2.02, 1.61, 7.39, repro,
2009-03-31,47.76, -134.57, 3.46, 2.02, 1.59, 7.31, repro,
2009-04-01,49.12, -137.69, 6.33, 2.03, 1.59, 7.34, repro,
2009-04-02,45.98, -135.12, 11.59, 2.08, 1.64, 7.59, repro,
2009-04-03,46.57, -138.14, 4.61, 2.08, 1.64, 7.61, repro,
2009-04-04,46.81, -134.18, 6.92, 2.01, 1.6, 7.37, repro,
2009-04-05,46.69, -134.48, 4.34, 2.01, 1.6, 7.34, repro,
2009-04-06,46.73, -134.17, 6.64, 2.03, 1.59, 7.34, repro,
2009-04-07,46.39, -137.09, 8.50, 2.04, 1.6, 7.38, repro,
2009-04-08,49.76, -137.53, 8.33, 2.05, 1.61, 7.44, repro,
2009-04-09,50.68, -136.91, 1.36, 2.09, 1.63, 7.52, repro,
2009-04-10,47.53, -137.71, 2.61, 2.02, 1.59, 7.31, repro,
2009-04-11,44.69, -136.75, 8.18, 2.08, 1.62, 7.43, repro,
2009-04-12,51.03, -134.97, 10.07, 2.08, 1.6, 7.4, repro,
2009-04-13,48.14, -136.09, 5.71, 2.11, 1.64, 7.54, repro,
2009-04-14,46.21, -137.13, 2.29, 2.05, 1.6, 7.37, repro,
2009-04-15,45.75, -135.34, 12.04, 2.04, 1.61, 7.38, repro,
2009-04-16,46.31, -134.54, 3.48, 2.03, 1.58, 7.3, repro,
2009-04-17,47.32, -135.01, 6.88, 2.06, 1.62, 7.4, repro,
2009-04-18,47.09, -135.11, 10.18, 2.05, 1.58, 7.31, repro,
2009-04-19,46.78, -135.03, 8.64, 2.09, 1.63, 7.46, repro,
2009-04-20,46.57, -135.02, 3.94, 2.06, 1.6, 7.37, repro,
2009-04-21,47.92, -133.24, 8.21, 2.09, 1.64, 7.48, repro,
2009-04-22,47.69, -135.79, 11.70, 2.08, 1.62, 7.43, repro,
2009-04-23,48.84, -134.55, 8.63, 2.1, 1.62, 7.44, repro,
2009-04-24,46.72, -138.59, 9.31, 2.1, 1.63, 7.47, repro,
2009-04-25,43.71, -136.47, 9.17, 2.05, 1.59, 7.34, repro,
2009-04-26,44.08, -138.72, 5.28, 2.06, 1.59, 7.35, repro,
2009-04-27,44.31, -136.70, 0.77, 2.13, 1.64, 7.51, repro,
2009-04-28,47.45, -138.48, 4.26, 2.08, 1.61, 7.42, repro,
2009-04-29,45.09, -134.21, 1.95, 2.18, 1.75, 7.79, repro,
2009-04-30,44.68, -136.58, 4.46, 2.15, 1.7, 7.72, repro,
2009-05-01,48.42, -134.98, 5.51, 2.1, 1.63, 7.46, repro,
2009-05-02,48.23, -134.66, -1.10, 2.1, 1.64, 7.5, repro,
2009-05-03,48.64, -133.51, 7.84, 2.07, 1.6, 7.46, repro,
2009-05-04,50.21, -134.49, 8.42, 2.09, 1.61, 7.47, repro,
2009-05-05,48.01, -132.87, 20.67, 2.05, 1.58, 7.38, repro,
2009-05-06,47.98, -134.12, 0.99, 2.06, 1.59, 7.43, repro,
2009-05-07,46.29, -134.60, 6.63, 2.02, 1.59, 7.37, repro,
2009-05-08,44.54, -136.01, 2.36, 2.05, 1.59, 7.46, repro,
2009-05-09,45.18, -136.07, -1.53, 2.03, 1.6, 7.48, repro,
2009-05-10,43.58, -136.97, 7.43, 2.06, 1.6, 7.56, repro,
2009-05-11,43.40, -138.36, 8.40, 2.05, 1.59, 7.5, repro,
2009-05-12,44.76, -136.49, 6.19, 2.13, 1.67, 7.75, repro,
2009-05-13,43.06, -137.36, 7.20, 2.09, 1.64, 7.64, repro,
2009-05-14,44.22, -136.26, 1.28, 2.03, 1.59, 7.49, repro,
2009-05-15,48.15, -134.28, 4.60, 2.04, 1.59, 7.46, repro,
2009-05-16,44.32, -138.75, -1.94, 2.04, 1.59, 7.47, repro,
2009-05-17,47.21, -135.10, 1.18, 2.02, 1.58, 7.39, repro,
2009-05-18,44.81, -138.15, 2.48, 2.02, 1.59, 7.39, repro,
2009-05-19,47.49, -135.74, -1.05, 2.05, 1.63, 7.68, repro,
2009-05-20,44.35, -137.72, -2.02, 2.03, 1.59, 7.42, repro,
2009-05-21,43.61, -136.65, 3.01, 2.03, 1.59, 7.45, repro,
2009-05-22,45.14, -138.38, -1.44, 2.02, 1.58, 7.43, repro,
2009-05-23,48.52, -137.71, -2.69, 2.01, 1.58, 7.39, repro,
2009-05-24,47.27, -137.22, -1.27, 2.02, 1.59, 7.45, repro,
2009-05-25,48.39, -136.23, 1.46, 2.03, 1.59, 7.45, repro,
2009-05-26,46.55, -140.01, 2.87, 2.02, 1.58, 7.45, repro,
2009-05-27,44.94, -137.87, 3.02, 2.03, 1.58, 7.44, repro,
2009-05-28,48.14, -136.85, 2.27, 2.02, 1.58, 7.43, repro,
2009-05-29,47.55, -136.06, -1.85, 2.03, 1.59, 7.49, repro,
2009-05-30,46.43, -136.35, 0.89, 2.06, 1.62, 7.56, repro,
2009-05-31,47.63, -137.02, -6.16, 2.01, 1.58, 7.45, repro,
2009-06-01,47.79, -137.08, 1.29, 2.06, 1.61, 7.68, repro,
2009-06-02,46.94, -136.97, -6.73, 2.02, 1.59, 7.47, repro,
2009-06-03,47.51, -138.47, -15.90, 2.03, 1.59, 7.5, repro,
2009-06-04,45.60, -136.20, -4.81, 2.02, 1.58, 7.41, repro,
2009-06-05,48.68, -137.04, -4.05, 2.02, 1.58, 7.47, repro,
2009-06-06,45.34, -139.14, -2.62, 2.09, 1.64, 7.7, repro,
2009-06-07,44.28, -138.18, -6.15, 2.06, 1.63, 7.59, repro,
2009-06-08,46.14, -139.10, -0.66, 2.03, 1.58, 7.52, repro,
2009-06-09,47.42, -136.75, 1.80, 2.02, 1.58, 7.48, repro,
2009-06-10,47.24, -136.83, -5.84, 2.05, 1.63, 7.59, repro,
2009-06-11,47.25, -136.99, -5.41, 2.01, 1.58, 7.48, repro,
2009-06-12,47.54, -138.91, -3.03, 2.03, 1.58, 7.5, repro,
2009-06-13,45.95, -137.67, 7.25, 2.05, 1.63, 7.58, repro,
2009-06-14,47.58, -136.52, -0.75, 2.06, 1.64, 7.61, repro,
2009-06-15,46.03, -140.10, -2.49, 2.03, 1.59, 7.51, repro,
2009-06-16,48.64, -137.66, -5.20, 2.05, 1.65, 7.64, repro,
2009-06-17,47.86, -136.68, -7.25, 2.02, 1.58, 7.51, repro,
2009-06-18,46.45, -140.39, -3.01, 2.07, 1.65, 7.71, repro,
2009-06-19,48.60, -140.36, 2.87, 2.03, 1.59, 7.51, repro,
2009-06-20,48.63, -139.62, -0.41, 2.02, 1.58, 7.46, repro,
2009-06-21,45.44, -139.91, -2.29, 2.07, 1.64, 7.68, repro,
2009-06-22,44.79, -139.83, -5.97, 2.02, 1.58, 7.53, repro,
2009-06-23,46.12, -139.86, -5.07, 2.06, 1.66, 7.68, repro,
2009-06-24,44.48, -141.71, -2.21, 2.06, 1.65, 7.62, repro,
2009-06-25,46.31, -138.55, -3.83, 2.01, 1.59, 7.48, repro,
2009-06-26,47.26, -139.37, -11.91, 2.04, 1.61, 7.53, repro,
2009-06-27,43.79, -139.62, -12.38, 2.07, 1.68, 7.75, repro,
2009-06-28,46.73, -138.07, -11.02, 2.06, 1.68, 7.77, repro,
2009-06-29,46.32, -138.58, 0.55, 2.05, 1.62, 7.64, repro,
2009-06-30,46.04, -137.31, -6.39, 2.02, 1.61, 7.53, repro,
2009-07-01,46.37, -138.26, 0.22, 2.01, 1.61, 7.53, repro,
2009-07-02,47.17, -138.76, -4.47, 2.02, 1.59, 7.51, repro,
2009-07-03,43.88, -142.11, -2.28, 2, 1.59, 7.5, repro,
2009-07-04,46.45, -138.10, -5.47, 2.01, 1.59, 7.47, repro,
2009-07-05,45.91, -138.33, -6.59, 2, 1.58, 7.45, repro,
2009-07-06,42.79, -141.49, -4.20, 2.02, 1.59, 7.51, repro,
2009-07-07,43.68, -141.44, -2.12, 2, 1.59, 7.47, repro,
2009-07-08,43.26, -140.86, -0.59, 2, 1.58, 7.39, repro,
2009-07-09,44.23, -140.47, -4.57, 1.98, 1.57, 7.36, repro,
2009-07-10,43.63, -140.98, -5.25, 2, 1.58, 7.43, repro,
2009-07-11,46.37, -139.57, -4.01, 2.01, 1.58, 7.45, repro,
2009-07-12,45.85, -138.15, -7.68, 2, 1.58, 7.44, repro,
2009-07-13,44.25, -140.85, -10.08, 2, 1.58, 7.42, repro,
2009-07-14,45.20, -138.58, 1.61, 1.98, 1.58, 7.35, repro,
2009-07-15,44.37, -141.60, -3.33, 1.99, 1.59, 7.41, repro,
2009-07-16,43.87, -141.94, -6.48, 2.27, 1.86, 8.55, repro,
2009-07-17,44.52, -142.89, -11.57, 2.38, 1.97, 9.03, repro,
2009-07-18,44.47, -142.34, -9.86, 1.99, 1.59, 7.43, repro,
2009-07-19,46.03, -140.85, -11.01, 2.02, 1.64, 7.53, repro,
2009-07-20,43.45, -143.01, -15.03, 1.98, 1.59, 7.42, repro,
2009-07-21,40.82, -142.49, -8.73, 2.24, 2.02, 8.72, repro,
2009-07-22,44.02, -142.17, -6.21, 2, 1.59, 7.46, repro,
2009-07-23,42.28, -142.28, -6.93, 2.14, 1.77, 8.02, repro,
2009-07-24,44.78, -142.09, -12.10, 2, 1.64, 7.49, repro,
2009-07-25,43.28, -142.59, -15.78, 2.04, 1.63, 7.66, repro,
2009-07-26,41.55, -141.04, -22.08, 2.05, 1.63, 7.67, repro,
2009-07-27,42.30, -143.19, -11.59, 2, 1.59, 7.46, repro,
2009-07-28,43.27, -143.47, -9.00, 2, 1.59, 7.43, repro,
2009-07-29,45.10, -140.02, -9.17, 2.05, 1.61, 7.52, repro,
2009-07-30,45.04, -139.93, -12.75, 2.09, 1.61, 7.75, repro,
2009-07-31,44.05, -142.64, -14.22, 2, 1.6, 7.46, repro,
2009-08-01,42.77, -142.33, -16.78, 2.04, 1.62, 7.52, repro,
2009-08-02,45.14, -141.23, -14.68, 1.99, 1.59, 7.39, repro,
2009-08-03,44.81, -139.94, -16.74, 2.01, 1.59, 7.42, repro,
2009-08-04,44.51, -141.60, -20.59, 2.02, 1.61, 7.51, repro,
2009-08-05,44.19, -143.02, -26.98, 2.07, 1.63, 7.65, repro,
2009-08-06,45.64, -140.93, -11.98, 1.99, 1.6, 7.42, repro,
2009-08-07,45.44, -144.50, -17.18, 2.52, 2.06, 9.65, repro,
2009-08-08,43.77, -144.22, -17.98, 2.04, 1.63, 7.55, repro,
2009-08-09,43.15, -144.71, -22.55, 2.01, 1.6, 7.45, repro,
2009-08-10,45.40, -143.95, -20.35, 2.02, 1.62, 7.51, repro,
2009-08-11,45.25, -144.44, -18.62, 2, 1.61, 7.42, repro,
2009-08-12,43.39, -144.22, -15.46, 2, 1.6, 7.36, repro,
2009-08-13,43.69, -143.88, -22.35, 2.05, 1.62, 7.53, repro,
2009-08-14,44.26, -144.48, -16.49, 2.05, 1.62, 7.56, repro,
2009-08-15,42.26, -144.21, -14.59, 2.02, 1.6, 7.43, repro,
2009-08-16,43.10, -144.18, -11.65, 2.05, 1.63, 7.53, repro,
2009-08-17,43.60, -144.66, -14.88, 2.05, 1.62, 7.51, repro,
2009-08-18,44.88, -145.59, -21.44, 2.06, 1.62, 7.55, repro,
2009-08-19,45.25, -145.28, -21.89, 1.99, 1.6, 7.38, repro,
2009-08-20,45.15, -142.69, -19.16, 2.02, 1.61, 7.46, repro,
2009-08-21,43.70, -144.88, -20.63, 2.07, 1.65, 7.65, repro,
2009-08-22,44.65, -144.91, -22.23, 2.18, 1.73, 8.3, repro,
2009-08-23,50.40, -141.91, -17.59, 2.11, 1.71, 7.88, repro,
2009-08-24,42.19, -145.22, -17.65, 2.05, 1.66, 7.64, repro,
2009-08-25,45.70, -145.31, -24.52, 2.06, 1.64, 7.6, repro,
2009-08-26,43.92, -146.56, -21.90, 2.07, 1.65, 7.64, repro,
2009-08-27,42.89, -143.79, -16.96, 2.08, 1.67, 7.74, repro,
2009-08-28,46.21, -142.56, -25.79, 2.03, 1.63, 7.52, repro,
2009-08-29,46.10, -142.57, -22.33, 2.02, 1.61, 7.45, repro,
2009-08-30,45.31, -144.69, -27.75, 2.06, 1.64, 7.6, repro,
2009-08-31,43.24, -146.60, -23.44, 2.04, 1.64, 7.56, repro,
2009-09-01,45.81, -144.28, -21.40, 2.05, 1.64, 7.56, repro,
2009-09-02,46.31, -144.55, -17.41, 2.09, 1.73, 7.81, repro,
2009-09-03,44.78, -144.14, -22.31, 2.01, 1.62, 7.48, repro,
2009-09-04,45.41, -144.62, -21.58, 2.02, 1.61, 7.44, repro,
2009-09-05,41.84, -146.01, -20.63, 2.05, 1.65, 7.59, repro,
2009-09-06,45.64, -146.19, -25.44, 2.13, 1.67, 7.98, repro,
2009-09-07,44.72, -146.67, -27.65, 2.04, 1.62, 7.56, repro,
2009-09-08,44.08, -145.61, -21.77, 2.03, 1.63, 7.56, repro,
2009-09-09,40.72, -147.06, -20.72, 2.03, 1.62, 7.46, repro,
2009-09-10,41.84, -146.84, -28.14, 2.03, 1.62, 7.45, repro,
2009-09-11,44.04, -147.21, -29.37, 2.03, 1.61, 7.48, repro,
2009-09-12,45.14, -147.26, -23.76, 1.99, 1.61, 7.4, repro,
2009-09-13,46.96, -146.52, -21.52, 2.04, 1.68, 7.69, repro,
2009-09-14,46.85, -146.16, -19.27, 2.03, 1.62, 7.51, repro,
2009-09-15,44.12, -147.60, -21.90, 1.99, 1.6, 7.36, repro,
2009-09-16,45.26, -146.04, -26.33, 1.99, 1.61, 7.4, repro,
2009-09-17,44.68, -145.85, -30.55, 2.03, 1.67, 7.51, repro,
2009-09-18,44.50, -147.99, -21.39, 2.03, 1.66, 7.55, repro,
2009-09-19,43.58, -148.28, -16.54, 2.01, 1.61, 7.46, repro,
2009-09-20,42.92, -149.12, -23.94, 2.01, 1.61, 7.45, repro,
2009-09-21,45.24, -148.54, -31.43, 2, 1.61, 7.42, repro,
2009-09-22,44.59, -149.32, -28.63, 2.03, 1.64, 7.53, repro,
